"id","ts_folders","ts_json","roy_folder","final_dataset"
132,TRUE,TRUE,NA,NA
133,FALSE,FALSE,NA,NA
134,FALSE,FALSE,NA,NA
135,TRUE,TRUE,NA,NA
136,TRUE,TRUE,NA,NA
137,TRUE,TRUE,NA,NA
138,TRUE,TRUE,NA,NA
139,TRUE,TRUE,NA,NA
140,TRUE,TRUE,NA,NA
141,TRUE,TRUE,NA,NA
142,TRUE,TRUE,NA,NA
143,TRUE,TRUE,NA,NA
144,TRUE,TRUE,NA,NA
145,TRUE,TRUE,NA,NA
146,TRUE,TRUE,NA,NA
147,FALSE,FALSE,NA,NA
148,TRUE,TRUE,NA,NA
149,TRUE,TRUE,NA,NA
150,TRUE,TRUE,NA,NA
151,TRUE,TRUE,NA,NA
152,TRUE,TRUE,NA,NA
153,TRUE,TRUE,NA,NA
154,TRUE,TRUE,NA,NA
155,TRUE,TRUE,NA,NA
156,TRUE,TRUE,NA,NA
157,TRUE,TRUE,NA,NA
158,TRUE,TRUE,NA,NA
159,TRUE,TRUE,NA,NA
160,TRUE,TRUE,NA,NA
161,TRUE,TRUE,NA,NA
162,TRUE,TRUE,NA,NA
163,TRUE,TRUE,NA,NA
164,TRUE,TRUE,NA,NA
165,TRUE,TRUE,NA,NA
166,TRUE,TRUE,NA,NA
167,TRUE,TRUE,NA,NA
168,TRUE,TRUE,NA,NA
169,TRUE,TRUE,NA,NA
170,TRUE,TRUE,NA,NA
171,TRUE,TRUE,NA,NA
172,TRUE,TRUE,NA,NA
173,TRUE,TRUE,NA,NA
174,TRUE,TRUE,NA,NA
175,TRUE,TRUE,NA,NA
176,FALSE,FALSE,NA,NA
177,TRUE,TRUE,NA,NA
178,TRUE,TRUE,NA,NA
179,TRUE,TRUE,NA,NA
180,TRUE,TRUE,NA,NA
181,TRUE,TRUE,NA,NA
182,TRUE,TRUE,NA,NA
183,TRUE,TRUE,NA,NA
184,TRUE,TRUE,NA,NA
185,TRUE,TRUE,NA,NA
186,TRUE,TRUE,NA,NA
187,TRUE,TRUE,NA,NA
188,TRUE,TRUE,NA,NA
189,TRUE,TRUE,NA,NA
190,TRUE,TRUE,NA,NA
191,TRUE,TRUE,NA,NA
192,TRUE,TRUE,NA,NA
193,TRUE,TRUE,NA,NA
194,FALSE,FALSE,NA,NA
195,TRUE,TRUE,NA,NA
196,TRUE,TRUE,NA,NA
197,TRUE,TRUE,NA,NA
198,TRUE,TRUE,NA,NA
199,FALSE,FALSE,NA,NA
200,TRUE,TRUE,NA,NA
201,TRUE,TRUE,NA,NA
202,TRUE,TRUE,NA,NA
203,TRUE,TRUE,NA,NA
204,TRUE,TRUE,NA,NA
205,FALSE,FALSE,NA,NA
206,FALSE,FALSE,NA,NA
207,FALSE,FALSE,NA,NA
208,FALSE,FALSE,NA,NA
209,FALSE,FALSE,NA,NA
210,TRUE,TRUE,NA,NA
211,FALSE,FALSE,NA,NA
212,TRUE,TRUE,NA,NA
213,FALSE,FALSE,NA,NA
214,TRUE,TRUE,NA,NA
215,TRUE,TRUE,NA,NA
216,FALSE,FALSE,NA,NA
217,TRUE,TRUE,NA,NA
218,FALSE,FALSE,NA,NA
219,TRUE,TRUE,NA,NA
220,TRUE,TRUE,NA,NA
221,TRUE,TRUE,NA,NA
222,TRUE,TRUE,NA,NA
223,FALSE,FALSE,NA,NA
224,TRUE,TRUE,NA,NA
225,TRUE,TRUE,NA,NA
226,TRUE,TRUE,NA,NA
227,TRUE,TRUE,NA,NA
228,TRUE,TRUE,NA,NA
229,TRUE,TRUE,NA,NA
230,TRUE,TRUE,NA,NA
231,TRUE,TRUE,NA,NA
232,FALSE,FALSE,NA,NA
233,TRUE,TRUE,NA,NA
234,TRUE,TRUE,NA,NA
235,TRUE,TRUE,NA,NA
236,TRUE,TRUE,NA,NA
237,TRUE,TRUE,NA,NA
238,TRUE,TRUE,NA,NA
239,TRUE,TRUE,NA,NA
240,TRUE,TRUE,NA,NA
241,TRUE,TRUE,NA,NA
242,TRUE,TRUE,NA,NA
243,TRUE,TRUE,NA,NA
244,TRUE,TRUE,NA,NA
245,TRUE,TRUE,NA,NA
246,TRUE,TRUE,NA,NA
247,TRUE,TRUE,NA,NA
248,TRUE,TRUE,NA,NA
249,TRUE,TRUE,NA,NA
250,FALSE,FALSE,NA,NA
251,TRUE,TRUE,NA,NA
252,TRUE,TRUE,NA,NA
253,TRUE,TRUE,NA,NA
254,TRUE,TRUE,NA,NA
255,FALSE,FALSE,NA,NA
256,TRUE,TRUE,NA,NA
257,TRUE,TRUE,NA,NA
258,TRUE,TRUE,NA,NA
259,FALSE,FALSE,NA,NA
260,TRUE,TRUE,NA,NA
261,TRUE,TRUE,NA,NA
262,TRUE,TRUE,NA,NA
263,TRUE,TRUE,NA,NA
264,TRUE,TRUE,NA,NA
265,TRUE,TRUE,NA,NA
266,TRUE,TRUE,NA,NA
267,TRUE,TRUE,NA,NA
268,TRUE,TRUE,NA,NA
269,TRUE,TRUE,NA,NA
270,TRUE,TRUE,NA,NA
271,TRUE,TRUE,NA,NA
272,TRUE,TRUE,NA,NA
273,TRUE,TRUE,NA,NA
274,TRUE,TRUE,NA,NA
275,TRUE,TRUE,NA,NA
276,TRUE,TRUE,NA,NA
277,TRUE,TRUE,NA,NA
278,TRUE,TRUE,NA,NA
279,FALSE,FALSE,NA,NA
280,FALSE,FALSE,NA,NA
281,TRUE,TRUE,NA,NA
282,TRUE,TRUE,NA,NA
283,TRUE,TRUE,NA,NA
284,TRUE,TRUE,NA,NA
285,TRUE,TRUE,NA,NA
286,TRUE,TRUE,NA,NA
287,TRUE,TRUE,NA,NA
288,TRUE,TRUE,NA,NA
289,TRUE,TRUE,NA,NA
290,TRUE,TRUE,NA,NA
291,TRUE,TRUE,NA,NA
292,TRUE,TRUE,NA,NA
293,TRUE,TRUE,NA,NA
294,TRUE,TRUE,NA,NA
295,TRUE,TRUE,NA,NA
296,TRUE,TRUE,NA,NA
297,TRUE,TRUE,NA,NA
298,TRUE,TRUE,NA,NA
299,TRUE,TRUE,NA,NA
300,TRUE,TRUE,NA,NA
301,TRUE,TRUE,NA,NA
302,TRUE,TRUE,NA,NA
303,TRUE,TRUE,NA,NA
304,TRUE,TRUE,NA,NA
305,TRUE,TRUE,NA,NA
306,TRUE,TRUE,NA,NA
307,TRUE,TRUE,NA,NA
308,TRUE,TRUE,NA,NA
309,TRUE,TRUE,NA,NA
310,TRUE,TRUE,NA,NA
311,TRUE,TRUE,NA,NA
312,TRUE,TRUE,NA,NA
313,TRUE,TRUE,NA,NA
314,TRUE,TRUE,NA,NA
315,TRUE,TRUE,NA,NA
316,TRUE,TRUE,NA,NA
317,TRUE,TRUE,NA,NA
318,TRUE,TRUE,NA,NA
319,TRUE,TRUE,NA,NA
320,TRUE,TRUE,NA,NA
321,TRUE,TRUE,NA,NA
322,TRUE,TRUE,NA,NA
323,TRUE,TRUE,NA,NA
324,TRUE,TRUE,NA,NA
325,TRUE,TRUE,NA,NA
326,TRUE,TRUE,NA,NA
327,TRUE,TRUE,NA,NA
328,TRUE,TRUE,NA,NA
329,TRUE,TRUE,NA,NA
330,TRUE,TRUE,NA,NA
331,TRUE,TRUE,NA,NA
332,TRUE,TRUE,NA,NA
333,TRUE,TRUE,NA,NA
334,FALSE,FALSE,NA,NA
335,TRUE,TRUE,NA,NA
336,TRUE,TRUE,NA,NA
337,FALSE,FALSE,NA,NA
338,FALSE,FALSE,NA,NA
339,TRUE,TRUE,NA,NA
340,TRUE,TRUE,NA,NA
341,TRUE,TRUE,NA,NA
342,TRUE,TRUE,NA,NA
343,TRUE,TRUE,NA,NA
344,TRUE,TRUE,NA,NA
345,TRUE,TRUE,NA,NA
346,TRUE,TRUE,NA,NA
347,TRUE,TRUE,NA,NA
348,TRUE,TRUE,NA,NA
349,TRUE,TRUE,NA,NA
350,TRUE,TRUE,NA,NA
351,TRUE,TRUE,NA,NA
352,TRUE,TRUE,NA,NA
353,TRUE,TRUE,NA,NA
354,FALSE,FALSE,NA,NA
355,TRUE,TRUE,NA,NA
356,TRUE,TRUE,NA,NA
357,TRUE,TRUE,NA,NA
358,TRUE,TRUE,NA,NA
359,TRUE,TRUE,NA,NA
360,TRUE,TRUE,NA,NA
361,FALSE,FALSE,NA,NA
362,TRUE,TRUE,NA,NA
363,FALSE,FALSE,NA,NA
364,TRUE,TRUE,NA,NA
365,TRUE,TRUE,NA,NA
366,TRUE,TRUE,NA,NA
367,TRUE,TRUE,NA,NA
368,TRUE,TRUE,NA,NA
369,TRUE,TRUE,NA,NA
370,TRUE,TRUE,NA,NA
371,FALSE,FALSE,NA,NA
372,FALSE,FALSE,NA,NA
373,TRUE,TRUE,NA,NA
374,TRUE,TRUE,NA,NA
375,TRUE,TRUE,NA,NA
376,FALSE,FALSE,NA,NA
377,TRUE,TRUE,NA,NA
378,TRUE,TRUE,NA,NA
379,TRUE,TRUE,NA,NA
380,TRUE,TRUE,NA,NA
381,TRUE,TRUE,NA,NA
382,TRUE,TRUE,NA,NA
383,TRUE,TRUE,NA,NA
384,TRUE,TRUE,NA,NA
385,TRUE,TRUE,NA,NA
386,TRUE,TRUE,NA,NA
387,TRUE,TRUE,NA,NA
388,TRUE,TRUE,NA,NA
389,TRUE,TRUE,NA,NA
390,FALSE,FALSE,NA,NA
391,TRUE,TRUE,NA,NA
392,FALSE,FALSE,NA,NA
393,TRUE,TRUE,NA,NA
394,TRUE,TRUE,NA,NA
395,TRUE,TRUE,NA,NA
396,TRUE,TRUE,NA,NA
397,TRUE,TRUE,NA,NA
398,TRUE,TRUE,NA,NA
399,TRUE,TRUE,NA,NA
400,TRUE,TRUE,NA,NA
401,TRUE,TRUE,NA,NA
402,TRUE,TRUE,NA,NA
403,TRUE,TRUE,NA,NA
404,TRUE,TRUE,NA,NA
405,TRUE,TRUE,NA,NA
406,TRUE,TRUE,NA,NA
407,TRUE,TRUE,NA,NA
408,FALSE,FALSE,NA,NA
409,TRUE,TRUE,NA,NA
410,TRUE,TRUE,NA,NA
411,TRUE,TRUE,NA,NA
412,TRUE,TRUE,NA,NA
413,TRUE,TRUE,NA,NA
414,TRUE,TRUE,NA,NA
415,TRUE,TRUE,NA,NA
416,TRUE,TRUE,NA,NA
417,FALSE,FALSE,NA,NA
418,TRUE,TRUE,NA,NA
419,TRUE,TRUE,NA,NA
420,FALSE,FALSE,NA,NA
421,TRUE,TRUE,NA,NA
422,FALSE,FALSE,NA,NA
423,FALSE,FALSE,NA,NA
424,FALSE,FALSE,NA,NA
425,TRUE,TRUE,NA,NA
426,FALSE,FALSE,NA,NA
427,TRUE,TRUE,NA,NA
428,TRUE,TRUE,NA,NA
429,TRUE,TRUE,NA,NA
430,TRUE,TRUE,NA,NA
431,TRUE,TRUE,NA,NA
432,TRUE,TRUE,NA,NA
433,TRUE,TRUE,NA,NA
434,TRUE,TRUE,NA,NA
435,FALSE,FALSE,NA,NA
436,FALSE,FALSE,NA,NA
437,TRUE,TRUE,NA,NA
438,TRUE,TRUE,NA,NA
439,TRUE,TRUE,NA,NA
440,TRUE,TRUE,NA,NA
441,TRUE,TRUE,NA,NA
442,FALSE,FALSE,NA,NA
443,FALSE,FALSE,NA,NA
444,FALSE,FALSE,NA,NA
445,TRUE,TRUE,NA,NA
446,TRUE,TRUE,NA,NA
447,FALSE,FALSE,NA,NA
448,TRUE,TRUE,NA,NA
449,TRUE,TRUE,NA,NA
450,FALSE,FALSE,NA,NA
451,TRUE,TRUE,NA,NA
452,TRUE,TRUE,NA,NA
453,TRUE,TRUE,NA,NA
454,TRUE,TRUE,NA,NA
455,FALSE,FALSE,NA,NA
456,FALSE,FALSE,NA,NA
457,FALSE,FALSE,NA,NA
458,TRUE,TRUE,NA,NA
459,TRUE,TRUE,NA,NA
460,FALSE,FALSE,NA,NA
461,TRUE,TRUE,NA,NA
462,FALSE,FALSE,NA,NA
463,FALSE,FALSE,NA,NA
464,FALSE,FALSE,NA,NA
465,FALSE,FALSE,NA,NA
466,TRUE,TRUE,NA,NA
467,FALSE,FALSE,NA,NA
468,TRUE,TRUE,NA,NA
469,TRUE,TRUE,NA,NA
470,TRUE,TRUE,NA,NA
471,TRUE,TRUE,NA,NA
472,TRUE,TRUE,NA,NA
473,TRUE,TRUE,NA,NA
474,TRUE,TRUE,NA,NA
475,TRUE,TRUE,NA,NA
476,TRUE,TRUE,NA,NA
477,TRUE,TRUE,NA,NA
478,TRUE,TRUE,NA,NA
479,TRUE,TRUE,NA,NA
480,TRUE,TRUE,NA,NA
481,TRUE,TRUE,NA,NA
482,FALSE,FALSE,NA,NA
483,TRUE,TRUE,NA,NA
484,TRUE,TRUE,NA,NA
485,TRUE,TRUE,NA,NA
486,TRUE,TRUE,NA,NA
487,TRUE,TRUE,NA,NA
488,TRUE,TRUE,NA,NA
489,TRUE,TRUE,NA,NA
490,TRUE,TRUE,NA,NA
491,TRUE,TRUE,NA,NA
492,TRUE,TRUE,NA,NA
493,TRUE,TRUE,NA,NA
494,TRUE,TRUE,NA,NA
495,TRUE,TRUE,NA,NA
496,TRUE,TRUE,NA,NA
497,TRUE,TRUE,NA,NA
498,TRUE,TRUE,NA,NA
499,TRUE,TRUE,NA,NA
500,TRUE,TRUE,NA,NA
501,TRUE,TRUE,NA,NA
502,TRUE,TRUE,NA,NA
503,TRUE,TRUE,NA,NA
504,TRUE,TRUE,NA,NA
505,TRUE,TRUE,NA,NA
506,TRUE,TRUE,NA,NA
507,TRUE,TRUE,NA,NA
508,TRUE,TRUE,NA,NA
509,FALSE,FALSE,NA,NA
510,TRUE,TRUE,NA,NA
511,TRUE,TRUE,NA,NA
512,TRUE,TRUE,NA,NA
513,TRUE,TRUE,NA,NA
514,TRUE,TRUE,NA,NA
515,TRUE,TRUE,NA,NA
516,TRUE,TRUE,NA,NA
517,TRUE,TRUE,NA,NA
518,TRUE,TRUE,NA,NA
519,FALSE,FALSE,NA,NA
520,TRUE,TRUE,NA,NA
521,TRUE,TRUE,NA,NA
522,TRUE,TRUE,NA,NA
523,TRUE,TRUE,NA,NA
524,TRUE,TRUE,NA,NA
525,TRUE,TRUE,NA,NA
526,TRUE,TRUE,NA,NA
527,TRUE,TRUE,NA,NA
528,TRUE,TRUE,NA,NA
529,TRUE,TRUE,NA,NA
530,TRUE,TRUE,NA,NA
531,TRUE,TRUE,NA,NA
532,FALSE,FALSE,NA,NA
533,TRUE,TRUE,NA,NA
534,TRUE,TRUE,NA,NA
535,TRUE,TRUE,NA,NA
536,TRUE,TRUE,NA,NA
537,TRUE,TRUE,NA,NA
538,TRUE,TRUE,NA,NA
539,TRUE,TRUE,NA,NA
540,TRUE,TRUE,NA,NA
541,TRUE,TRUE,NA,NA
542,TRUE,TRUE,NA,NA
543,TRUE,TRUE,NA,NA
544,TRUE,TRUE,NA,NA
545,TRUE,TRUE,NA,NA
546,TRUE,TRUE,NA,NA
547,TRUE,TRUE,NA,NA
548,TRUE,TRUE,NA,NA
549,TRUE,TRUE,NA,NA
550,TRUE,TRUE,NA,NA
551,TRUE,TRUE,NA,NA
552,FALSE,FALSE,NA,NA
553,TRUE,TRUE,NA,NA
554,TRUE,TRUE,NA,NA
555,TRUE,TRUE,NA,NA
556,TRUE,TRUE,NA,NA
557,TRUE,TRUE,NA,NA
558,TRUE,TRUE,NA,NA
559,TRUE,TRUE,NA,NA
560,TRUE,TRUE,NA,NA
561,TRUE,TRUE,NA,NA
562,TRUE,TRUE,NA,NA
563,TRUE,TRUE,NA,NA
564,TRUE,TRUE,NA,NA
565,TRUE,TRUE,NA,NA
566,TRUE,TRUE,NA,NA
567,TRUE,TRUE,NA,NA
568,TRUE,TRUE,NA,NA
569,TRUE,TRUE,NA,NA
570,TRUE,TRUE,NA,NA
571,TRUE,TRUE,NA,NA
572,TRUE,TRUE,NA,NA
573,TRUE,TRUE,NA,NA
574,FALSE,FALSE,NA,NA
575,TRUE,TRUE,NA,NA
576,FALSE,FALSE,NA,NA
577,FALSE,FALSE,NA,NA
578,TRUE,TRUE,NA,NA
579,TRUE,TRUE,NA,NA
580,FALSE,FALSE,NA,NA
581,FALSE,FALSE,NA,NA
582,FALSE,FALSE,NA,NA
583,TRUE,TRUE,NA,NA
584,TRUE,TRUE,NA,NA
585,TRUE,TRUE,NA,NA
586,TRUE,TRUE,NA,NA
587,TRUE,TRUE,NA,NA
588,TRUE,TRUE,NA,NA
589,FALSE,FALSE,NA,NA
590,FALSE,FALSE,NA,NA
591,TRUE,TRUE,NA,NA
592,FALSE,FALSE,NA,NA
593,TRUE,TRUE,NA,NA
594,TRUE,TRUE,NA,NA
595,FALSE,FALSE,NA,NA
596,FALSE,FALSE,NA,NA
597,FALSE,FALSE,NA,NA
598,TRUE,TRUE,NA,NA
599,TRUE,TRUE,NA,NA
600,FALSE,FALSE,NA,NA
601,TRUE,TRUE,NA,NA
602,FALSE,FALSE,NA,NA
603,FALSE,FALSE,NA,NA
604,TRUE,TRUE,NA,NA
605,TRUE,TRUE,NA,NA
606,TRUE,TRUE,NA,NA
607,TRUE,TRUE,NA,NA
608,TRUE,TRUE,NA,NA
609,TRUE,TRUE,NA,NA
610,TRUE,TRUE,NA,NA
611,FALSE,FALSE,NA,NA
612,FALSE,FALSE,NA,NA
613,FALSE,FALSE,NA,NA
614,TRUE,TRUE,NA,NA
615,TRUE,TRUE,NA,NA
616,TRUE,TRUE,NA,NA
617,FALSE,FALSE,NA,NA
618,FALSE,FALSE,NA,NA
619,FALSE,FALSE,NA,NA
620,FALSE,FALSE,NA,NA
621,TRUE,TRUE,NA,NA
622,FALSE,FALSE,NA,NA
623,FALSE,FALSE,NA,NA
624,FALSE,FALSE,NA,NA
625,TRUE,TRUE,NA,NA
626,TRUE,TRUE,NA,NA
627,FALSE,FALSE,NA,NA
628,TRUE,TRUE,NA,NA
629,TRUE,TRUE,NA,NA
630,TRUE,TRUE,NA,NA
631,TRUE,TRUE,NA,NA
632,FALSE,FALSE,NA,NA
633,TRUE,TRUE,NA,NA
634,TRUE,TRUE,NA,NA
635,TRUE,TRUE,NA,NA
636,TRUE,TRUE,NA,NA
637,TRUE,TRUE,NA,NA
638,TRUE,TRUE,NA,NA
639,FALSE,FALSE,NA,NA
640,FALSE,FALSE,NA,NA
641,TRUE,TRUE,NA,NA
642,FALSE,FALSE,NA,NA
643,TRUE,TRUE,NA,NA
644,TRUE,TRUE,NA,NA
645,TRUE,TRUE,NA,NA
646,TRUE,TRUE,NA,NA
647,TRUE,TRUE,NA,NA
648,TRUE,TRUE,NA,NA
649,TRUE,TRUE,NA,NA
650,FALSE,FALSE,NA,NA
651,TRUE,TRUE,NA,NA
652,FALSE,FALSE,NA,NA
653,TRUE,TRUE,NA,NA
654,TRUE,TRUE,NA,NA
655,TRUE,TRUE,NA,NA
656,FALSE,FALSE,NA,NA
657,FALSE,FALSE,NA,NA
658,TRUE,TRUE,NA,NA
659,FALSE,FALSE,NA,NA
660,FALSE,FALSE,NA,NA
661,TRUE,TRUE,NA,NA
662,FALSE,FALSE,NA,NA
663,TRUE,TRUE,NA,NA
664,TRUE,TRUE,NA,NA
665,TRUE,TRUE,NA,NA
666,TRUE,TRUE,NA,NA
667,TRUE,TRUE,NA,NA
668,TRUE,TRUE,NA,NA
669,FALSE,FALSE,NA,NA
670,TRUE,TRUE,NA,NA
671,TRUE,TRUE,NA,NA
672,FALSE,FALSE,NA,NA
673,FALSE,FALSE,NA,NA
674,TRUE,TRUE,NA,NA
675,TRUE,TRUE,NA,NA
676,TRUE,TRUE,NA,NA
677,TRUE,TRUE,NA,NA
678,TRUE,TRUE,NA,NA
679,TRUE,TRUE,NA,NA
680,TRUE,TRUE,NA,NA
681,TRUE,TRUE,NA,NA
682,TRUE,TRUE,NA,NA
683,TRUE,TRUE,NA,NA
684,TRUE,TRUE,NA,NA
685,TRUE,TRUE,NA,NA
686,TRUE,TRUE,NA,NA
687,TRUE,TRUE,NA,NA
688,TRUE,TRUE,NA,NA
689,TRUE,TRUE,NA,NA
690,TRUE,TRUE,NA,NA
691,TRUE,TRUE,NA,NA
692,TRUE,TRUE,NA,NA
693,TRUE,TRUE,NA,NA
694,TRUE,TRUE,NA,NA
695,TRUE,TRUE,NA,NA
696,TRUE,TRUE,NA,NA
697,TRUE,TRUE,NA,NA
698,TRUE,TRUE,NA,NA
699,TRUE,TRUE,NA,NA
700,TRUE,TRUE,NA,NA
701,TRUE,TRUE,NA,NA
702,TRUE,TRUE,NA,NA
703,TRUE,TRUE,NA,NA
704,TRUE,TRUE,NA,NA
705,FALSE,FALSE,NA,NA
706,TRUE,TRUE,NA,NA
707,TRUE,TRUE,NA,NA
708,TRUE,TRUE,NA,NA
709,TRUE,TRUE,NA,NA
710,TRUE,TRUE,NA,NA
711,TRUE,TRUE,NA,NA
712,TRUE,TRUE,NA,NA
713,TRUE,TRUE,NA,NA
714,TRUE,TRUE,NA,NA
715,TRUE,TRUE,NA,NA
716,TRUE,TRUE,NA,NA
717,TRUE,TRUE,NA,NA
718,TRUE,TRUE,NA,NA
719,TRUE,TRUE,NA,NA
720,TRUE,TRUE,NA,NA
721,TRUE,TRUE,NA,NA
722,TRUE,TRUE,NA,NA
723,TRUE,TRUE,NA,NA
724,TRUE,TRUE,NA,NA
725,TRUE,TRUE,NA,NA
726,TRUE,TRUE,NA,NA
727,TRUE,TRUE,NA,NA
728,TRUE,TRUE,NA,NA
729,TRUE,TRUE,NA,NA
730,TRUE,TRUE,NA,NA
731,TRUE,TRUE,NA,NA
732,TRUE,TRUE,NA,NA
733,TRUE,TRUE,NA,NA
734,TRUE,TRUE,NA,NA
735,TRUE,TRUE,NA,NA
736,TRUE,TRUE,NA,NA
737,TRUE,TRUE,NA,NA
738,TRUE,TRUE,NA,NA
739,TRUE,TRUE,NA,NA
740,TRUE,TRUE,NA,NA
741,FALSE,FALSE,NA,NA
742,TRUE,TRUE,NA,NA
743,TRUE,TRUE,NA,NA
744,TRUE,TRUE,NA,NA
745,TRUE,TRUE,NA,NA
746,TRUE,TRUE,NA,NA
747,TRUE,TRUE,NA,NA
748,TRUE,TRUE,NA,NA
749,TRUE,TRUE,NA,NA
750,TRUE,TRUE,NA,NA
751,TRUE,TRUE,NA,NA
752,TRUE,TRUE,NA,NA
753,TRUE,TRUE,NA,NA
754,TRUE,TRUE,NA,NA
755,TRUE,TRUE,NA,NA
756,TRUE,TRUE,NA,NA
757,TRUE,TRUE,NA,NA
758,TRUE,TRUE,NA,NA
759,TRUE,TRUE,NA,NA
760,TRUE,TRUE,NA,NA
761,FALSE,FALSE,NA,NA
762,TRUE,TRUE,NA,NA
763,TRUE,TRUE,NA,NA
764,TRUE,TRUE,NA,NA
765,TRUE,TRUE,NA,NA
766,TRUE,TRUE,NA,NA
767,TRUE,TRUE,NA,NA
768,TRUE,TRUE,NA,NA
769,TRUE,TRUE,NA,NA
770,TRUE,TRUE,NA,NA
771,TRUE,TRUE,NA,NA
772,TRUE,TRUE,NA,NA
773,TRUE,TRUE,NA,NA
774,TRUE,TRUE,NA,NA
